dt,value,mean,median,max,min,value_1,value_2,value_3,value_4,value_5,value_6,value_7,value_8,value_9,value_10,value_11,value_12,dayofweek_0,dayofweek_1,dayofweek_2,dayofweek_3,dayofweek_4,dayofweek_5,dayofweek_6,dayoff_0,dayoff_1,hour_0,hour_1,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_2,hour_20,hour_21,hour_22,hour_23,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9
2021-12-29 01:30:00,0.8285,1.4100833333333334,1.524,1.5435,0.8285,-0.006000000000000005,0.014000000000000012,-0.01450000000000018,-0.016000000000000014,0.006000000000000005,-0.01649999999999996,0.05300000000000016,-0.7244999999999999,-11.516,-0.26699999999999946,-0.0495000000000001,0.005499999999999616,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-29 02:00:00,0.7505,1.2779166666666668,1.517,1.5275,0.7505,-0.6924999999999999,-0.006000000000000005,0.014000000000000012,-0.01450000000000018,-0.016000000000000014,0.006000000000000005,-0.01649999999999996,0.05300000000000016,-0.7244999999999999,-11.516,-0.26699999999999946,-0.0495000000000001,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-12-29 02:30:00,0.752,1.1486666666666665,1.17075,1.527,0.7505,-0.07800000000000007,-0.6924999999999999,-0.006000000000000005,0.014000000000000012,-0.01450000000000018,-0.016000000000000014,0.006000000000000005,-0.01649999999999996,0.05300000000000016,-0.7244999999999999,-11.516,-0.26699999999999946,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-12-29 03:00:00,0.771,1.025,0.79975,1.527,0.7505,0.0015000000000000568,-0.07800000000000007,-0.6924999999999999,-0.006000000000000005,0.014000000000000012,-0.01450000000000018,-0.016000000000000014,0.006000000000000005,-0.01649999999999996,0.05300000000000016,-0.7244999999999999,-11.516,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2021-12-29 03:30:00,0.731,0.8923333333333332,0.7615000000000001,1.521,0.731,0.019000000000000017,0.0015000000000000568,-0.07800000000000007,-0.6924999999999999,-0.006000000000000005,0.014000000000000012,-0.01450000000000018,-0.016000000000000014,0.006000000000000005,-0.01649999999999996,0.05300000000000016,-0.7244999999999999,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2021-12-29 04:00:00,0.6835,0.7527499999999999,0.75125,0.8285,0.6835,-0.040000000000000036,0.019000000000000017,0.0015000000000000568,-0.07800000000000007,-0.6924999999999999,-0.006000000000000005,0.014000000000000012,-0.01450000000000018,-0.016000000000000014,0.006000000000000005,-0.01649999999999996,0.05300000000000016,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021-12-29 04:30:00,0.7315,0.7365833333333334,0.741,0.771,0.6835,-0.04749999999999999,-0.040000000000000036,0.019000000000000017,0.0015000000000000568,-0.07800000000000007,-0.6924999999999999,-0.006000000000000005,0.014000000000000012,-0.01450000000000018,-0.016000000000000014,0.006000000000000005,-0.01649999999999996,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021-12-29 05:00:00,0.7,0.7281666666666666,0.73125,0.771,0.6835,0.04800000000000004,-0.04749999999999999,-0.040000000000000036,0.019000000000000017,0.0015000000000000568,-0.07800000000000007,-0.6924999999999999,-0.006000000000000005,0.014000000000000012,-0.01450000000000018,-0.016000000000000014,0.006000000000000005,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021-12-29 05:30:00,0.6965,0.7189166666666668,0.7155,0.771,0.6835,-0.031500000000000083,0.04800000000000004,-0.04749999999999999,-0.040000000000000036,0.019000000000000017,0.0015000000000000568,-0.07800000000000007,-0.6924999999999999,-0.006000000000000005,0.014000000000000012,-0.01450000000000018,-0.016000000000000014,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021-12-29 06:00:00,0.706,0.7080833333333333,0.703,0.7315,0.6835,-0.0034999999999999476,-0.031500000000000083,0.04800000000000004,-0.04749999999999999,-0.040000000000000036,0.019000000000000017,0.0015000000000000568,-0.07800000000000007,-0.6924999999999999,-0.006000000000000005,0.014000000000000012,-0.01450000000000018,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
